,animal,correct,group,valid,trial,trial_type
1320,15.0,0.0,exposed,True,0.0,training
1321,15.0,1.0,exposed,True,1.0,training
1322,15.0,1.0,exposed,True,2.0,training
1323,15.0,0.0,exposed,True,3.0,training
1324,15.0,0.0,exposed,True,4.0,training
1325,15.0,1.0,exposed,True,5.0,training
1326,15.0,1.0,exposed,True,6.0,training
1327,15.0,0.0,exposed,True,7.0,training
1328,15.0,0.0,exposed,True,8.0,training
1329,15.0,0.0,exposed,True,9.0,training
1330,15.0,1.0,exposed,True,10.0,training
1331,15.0,0.0,exposed,True,11.0,training
1332,15.0,1.0,exposed,True,12.0,training
1333,15.0,0.0,exposed,True,13.0,training
1334,15.0,1.0,exposed,True,14.0,training
1335,15.0,1.0,exposed,True,15.0,training
1336,15.0,1.0,exposed,True,16.0,training
1337,15.0,0.0,exposed,True,17.0,training
1338,15.0,1.0,exposed,True,18.0,training
1339,15.0,1.0,exposed,True,19.0,training
1340,15.0,1.0,exposed,True,20.0,training
1341,15.0,1.0,exposed,True,21.0,training
1342,15.0,0.0,exposed,True,22.0,training
1343,15.0,1.0,exposed,True,23.0,training
1344,15.0,0.0,exposed,True,24.0,training
1345,15.0,1.0,exposed,True,25.0,training
1346,15.0,0.0,exposed,True,26.0,training
1347,15.0,1.0,exposed,True,27.0,training
1348,15.0,1.0,exposed,True,28.0,training
1349,15.0,1.0,exposed,True,29.0,training
1350,15.0,1.0,exposed,True,30.0,training
1351,15.0,1.0,exposed,True,31.0,training
1352,15.0,1.0,exposed,True,32.0,training
1353,15.0,1.0,exposed,True,33.0,training
1354,15.0,1.0,exposed,True,34.0,training
1355,15.0,0.0,exposed,False,35.0,training
1356,15.0,0.0,exposed,False,36.0,training
1357,15.0,0.0,exposed,False,37.0,training
1358,15.0,0.0,exposed,False,38.0,training
1359,15.0,0.0,exposed,False,39.0,training
1360,15.0,0.0,exposed,False,40.0,training
1361,15.0,0.0,exposed,False,41.0,training
1362,15.0,0.0,exposed,False,42.0,training
1363,15.0,0.0,exposed,False,43.0,training
1364,15.0,0.0,exposed,False,44.0,training
1365,15.0,0.0,exposed,False,45.0,training
1366,15.0,0.0,exposed,False,46.0,training
1367,15.0,0.0,exposed,False,47.0,training
1368,15.0,0.0,exposed,False,48.0,training
1369,15.0,0.0,exposed,False,49.0,training
1370,15.0,1.0,exposed,True,50.0,early test
1371,15.0,0.0,exposed,True,51.0,early test
1372,15.0,0.0,exposed,True,52.0,early test
1373,15.0,1.0,exposed,True,53.0,early test
1374,15.0,1.0,exposed,True,54.0,early test
1375,15.0,1.0,exposed,True,55.0,training
1376,15.0,1.0,exposed,True,56.0,training
1377,15.0,1.0,exposed,True,57.0,training
1378,15.0,1.0,exposed,True,58.0,training
1379,15.0,1.0,exposed,True,59.0,training
1380,15.0,1.0,exposed,True,60.0,training
1381,15.0,0.0,exposed,True,61.0,training
1382,15.0,1.0,exposed,True,62.0,training
1383,15.0,1.0,exposed,True,63.0,training
1384,15.0,1.0,exposed,True,64.0,training
1385,15.0,1.0,exposed,True,65.0,training
1386,15.0,0.0,exposed,True,66.0,training
1387,15.0,1.0,exposed,True,67.0,training
1388,15.0,1.0,exposed,True,68.0,training
1389,15.0,1.0,exposed,True,69.0,training
1390,15.0,1.0,exposed,True,70.0,training
1391,15.0,1.0,exposed,True,71.0,training
1392,15.0,1.0,exposed,True,72.0,training
1393,15.0,1.0,exposed,True,73.0,training
1394,15.0,0.0,exposed,False,74.0,training
1395,15.0,1.0,exposed,True,75.0,training
1396,15.0,1.0,exposed,True,76.0,training
1397,15.0,0.0,exposed,True,77.0,training
1398,15.0,1.0,exposed,True,78.0,training
1399,15.0,1.0,exposed,True,79.0,training
1400,15.0,1.0,exposed,True,80.0,training
1401,15.0,1.0,exposed,True,81.0,training
1402,15.0,1.0,exposed,True,82.0,training
1403,15.0,1.0,exposed,True,83.0,training
1404,15.0,1.0,exposed,True,84.0,training
1405,15.0,1.0,exposed,True,85.0,training
1406,15.0,1.0,exposed,True,86.0,training
1407,15.0,1.0,exposed,True,87.0,training
1408,15.0,1.0,exposed,True,88.0,training
1409,15.0,1.0,exposed,True,89.0,training
1410,15.0,1.0,exposed,True,90.0,training
1411,15.0,1.0,exposed,True,91.0,training
1412,15.0,1.0,exposed,True,92.0,training
1413,15.0,1.0,exposed,True,93.0,training
1414,15.0,1.0,exposed,True,94.0,training
1415,15.0,1.0,exposed,True,95.0,training
1416,15.0,1.0,exposed,True,96.0,training
1417,15.0,1.0,exposed,True,97.0,training
1418,15.0,1.0,exposed,True,98.0,training
1419,15.0,1.0,exposed,True,99.0,training
1420,15.0,0.0,exposed,False,100.0,training
1421,15.0,0.0,exposed,False,101.0,training
1422,15.0,0.0,exposed,False,102.0,training
1423,15.0,0.0,exposed,False,103.0,training
1424,15.0,0.0,exposed,False,104.0,training
1425,15.0,0.0,exposed,True,105.0,late test
1426,15.0,0.0,exposed,True,106.0,late test
1427,15.0,1.0,exposed,True,107.0,late test
1428,15.0,0.0,exposed,True,108.0,late test
1429,15.0,1.0,exposed,True,109.0,late test
1430,16.0,1.0,exposed,True,0.0,training
1431,16.0,0.0,exposed,True,1.0,training
1432,16.0,1.0,exposed,True,2.0,training
1433,16.0,0.0,exposed,True,3.0,training
1434,16.0,1.0,exposed,True,4.0,training
1435,16.0,0.0,exposed,True,5.0,training
1436,16.0,1.0,exposed,True,6.0,training
1437,16.0,0.0,exposed,True,7.0,training
1438,16.0,0.0,exposed,True,8.0,training
1439,16.0,0.0,exposed,True,9.0,training
1440,16.0,0.0,exposed,True,10.0,training
1441,16.0,0.0,exposed,True,11.0,training
1442,16.0,1.0,exposed,True,12.0,training
1443,16.0,0.0,exposed,True,13.0,training
1444,16.0,1.0,exposed,True,14.0,training
1445,16.0,0.0,exposed,True,15.0,training
1446,16.0,1.0,exposed,True,16.0,training
1447,16.0,1.0,exposed,True,17.0,training
1448,16.0,0.0,exposed,True,18.0,training
1449,16.0,1.0,exposed,True,19.0,training
1450,16.0,0.0,exposed,True,20.0,training
1451,16.0,1.0,exposed,True,21.0,training
1452,16.0,1.0,exposed,True,22.0,training
1453,16.0,0.0,exposed,True,23.0,training
1454,16.0,0.0,exposed,True,24.0,training
1455,16.0,0.0,exposed,True,25.0,training
1456,16.0,0.0,exposed,True,26.0,training
1457,16.0,1.0,exposed,True,27.0,training
1458,16.0,1.0,exposed,True,28.0,training
1459,16.0,1.0,exposed,True,29.0,training
1460,16.0,0.0,exposed,True,30.0,training
1461,16.0,1.0,exposed,True,31.0,training
1462,16.0,1.0,exposed,True,32.0,training
1463,16.0,0.0,exposed,True,33.0,training
1464,16.0,0.0,exposed,True,34.0,training
1465,16.0,1.0,exposed,True,35.0,training
1466,16.0,0.0,exposed,True,36.0,training
1467,16.0,1.0,exposed,True,37.0,training
1468,16.0,1.0,exposed,True,38.0,training
1469,16.0,1.0,exposed,True,39.0,training
1470,16.0,1.0,exposed,True,40.0,training
1471,16.0,1.0,exposed,True,41.0,training
1472,16.0,1.0,exposed,True,42.0,training
1473,16.0,0.0,exposed,True,43.0,training
1474,16.0,1.0,exposed,True,44.0,training
1475,16.0,0.0,exposed,False,45.0,training
1476,16.0,0.0,exposed,False,46.0,training
1477,16.0,0.0,exposed,False,47.0,training
1478,16.0,0.0,exposed,False,48.0,training
1479,16.0,0.0,exposed,False,49.0,training
1480,16.0,0.0,exposed,True,50.0,early test
1481,16.0,1.0,exposed,True,51.0,early test
1482,16.0,0.0,exposed,True,52.0,early test
1483,16.0,1.0,exposed,True,53.0,early test
1484,16.0,1.0,exposed,True,54.0,early test
1485,16.0,1.0,exposed,True,55.0,training
1486,16.0,1.0,exposed,True,56.0,training
1487,16.0,1.0,exposed,True,57.0,training
1488,16.0,1.0,exposed,True,58.0,training
1489,16.0,1.0,exposed,True,59.0,training
1490,16.0,0.0,exposed,True,60.0,training
1491,16.0,1.0,exposed,True,61.0,training
1492,16.0,1.0,exposed,True,62.0,training
1493,16.0,1.0,exposed,True,63.0,training
1494,16.0,1.0,exposed,True,64.0,training
1495,16.0,1.0,exposed,True,65.0,training
1496,16.0,1.0,exposed,True,66.0,training
1497,16.0,1.0,exposed,True,67.0,training
1498,16.0,1.0,exposed,True,68.0,training
1499,16.0,1.0,exposed,True,69.0,training
1500,16.0,1.0,exposed,True,70.0,training
1501,16.0,1.0,exposed,True,71.0,training
1502,16.0,0.0,exposed,True,72.0,training
1503,16.0,1.0,exposed,True,73.0,training
1504,16.0,1.0,exposed,True,74.0,training
1505,16.0,1.0,exposed,True,75.0,training
1506,16.0,1.0,exposed,True,76.0,training
1507,16.0,1.0,exposed,True,77.0,training
1508,16.0,1.0,exposed,True,78.0,training
1509,16.0,1.0,exposed,True,79.0,training
1510,16.0,1.0,exposed,True,80.0,training
1511,16.0,1.0,exposed,True,81.0,training
1512,16.0,1.0,exposed,True,82.0,training
1513,16.0,0.0,exposed,True,83.0,training
1514,16.0,1.0,exposed,True,84.0,training
1515,16.0,1.0,exposed,True,85.0,training
1516,16.0,1.0,exposed,True,86.0,training
1517,16.0,1.0,exposed,True,87.0,training
1518,16.0,0.0,exposed,True,88.0,training
1519,16.0,1.0,exposed,True,89.0,training
1520,16.0,0.0,exposed,False,90.0,training
1521,16.0,0.0,exposed,False,91.0,training
1522,16.0,0.0,exposed,False,92.0,training
1523,16.0,0.0,exposed,False,93.0,training
1524,16.0,0.0,exposed,False,94.0,training
1525,16.0,0.0,exposed,False,95.0,training
1526,16.0,0.0,exposed,False,96.0,training
1527,16.0,0.0,exposed,False,97.0,training
1528,16.0,0.0,exposed,False,98.0,training
1529,16.0,0.0,exposed,False,99.0,training
1530,16.0,0.0,exposed,False,100.0,training
1531,16.0,0.0,exposed,False,101.0,training
1532,16.0,0.0,exposed,False,102.0,training
1533,16.0,0.0,exposed,False,103.0,training
1534,16.0,0.0,exposed,False,104.0,training
1535,16.0,0.0,exposed,True,105.0,late test
1536,16.0,0.0,exposed,True,106.0,late test
1537,16.0,1.0,exposed,True,107.0,late test
1538,16.0,0.0,exposed,True,108.0,late test
1539,16.0,0.0,exposed,True,109.0,late test
